article_id	event_name	region	organization	business	regions	시	군	구	동	article_ids	representative_article_body
292		['홍천', '춘천북부노인복지관', '강원도연합회', '키오스크', '회장단', '교육장', '강원특별자치도', '강원특별자치도연합회', '춘천남부노인복지관']	['노인회', '시군지회', '강원시청자미디어센터', '경로당광역지원센터', '도연합회', '대한노인회', '강원특별자치도노인회', '르포어르신', '노인회 도연합회', '홍천축협회의']	[]	['강원특별자치도']	['강원특별자치도']	[]	[]	[]	['01300101.20200716001559003', '01300201.20230808164126001', '01300201.20230719171413001', '01300101.20230817000526001']	▲ 춘천북부노인복지관의 키오스크 수업에서 어르신들이 실습을 하고 있다.  ‘과제 2: 손자 녀석이 패스트푸드 포장을 원하네요. 아래와 같이 주문해주세요.’    춘천북부노인복지관 배움 1실. 이같은 문구가 쓰여진 스크린 앞으로 70∼80대 어르신들이 각자 스마트폰을 들고 모였다. 안경과 스마트폰 화면을 번갈아 올렸다 내리는 손길이 분주했다. 키오스크(무인 정보 단말기) 교육 현장이다. 주어진 과제는 ‘치즈버거 세트와 사이드메뉴 해시브라운·사이다’ 포장하기. 스마트폰으로 교육을 따라가던 한 남성 어르신은 “똑같이 했는데 뭐가 잘못됐는지 모르겠네”라며 머쓱하게 웃었다.    오선미(53) 디지털 배움터 강사는 어르신들을 격려하거나, “‘테이크 아웃’은 ‘포장한다’는 뜻”이라는 설명을 덧붙이며 수업했다.    13년째 어르신 디지털 교육을 해온 오 강사는 최근 늘어난 키오스크 교육 수요를 체감하고 있다. 그는 “드시고 싶은 음식을 주문하지 못해 그냥 돌아오셨다는 얘기를 듣는다”며 “한번 익혀도 잊고 재수강하시는 분들도 꽤 있다. 인원이 한정돼 수강 대기도 이어지고 있다”고 말했다. 그는 “시력이 나쁜 경우 음성지원이 안되는 키오스크 이용에 더 어려움을 느끼신다”며 “메뉴와 기계에 외국어·외래어도 많아 함께 설명하고 있다”고 덧붙였다. 이 복지관은 매주 수강신청을 접수하는 방식으로 키오스크 교육을 진행중인데 수강생이 계속 몰리고 있다.    심화교육 과정 희망자도 급증했다. 춘천남부노인복지관 역시 올해 키오스크 강좌 수강 인원(290명)이 지난 해 보다 2배 이상 늘었다. 김형삼 사회복지사는 “교육 수요에 비해 기기와 강사가 상당히 모자라다”고 전했다.    대한노인회 도연합회도 디지털 문해력 교육에 나섰다. 최근 홍천에서 임원과 시·군지회 회장단 120명이 모여 태블릿 PC를 활용한 키오스크 사용법 등을 교육했다. 사회적 기업 캐어유와 협업, 디지털 기기를 활용한 운동 체험과 쇼핑 교육도 눈길을 끌었다. 도노인회는 이번 교육을 시작으로 도내 경로당 내 디지털 기기 활용 수업을 확대해 나갈 방침이다. 이건실 도노인회장은 “어르신들의 디지털 적응은 선택이 아닌 필수인만큼 어려움 해소를 돕겠다. 기기 보급과 강사진 확보 예산도 필요하다”고 했다. 김진형·강주영
293		['북구', '대구광역시', '월남전참전자회', '한국노년봉사단']	['625참전유공자회', '무공수훈자회', '전몰군경유족회', '고엽제전우회', '대한노인회', '상이군경회']	[]	['북구', '대구광역시']	['경상북도', '대구광역시']	['포항시', '북구']	['북구']	['북구']	['01500801.20210630081836001']	"정해걸 이사장(왼쪽 둘째을 비롯한 한국노년봉사단원들이 지난 24일 대구 북구 보훈회관을 찾아 고엽제전후회에 시니어 정보화교육 교재를 전달하고 있다.  비영리민간단체인 한국노년봉사단(이사장 정해걸 전 국회의원)이 매년 스마트 시니어를 위한 정보화교육 교재를 자체 제작해 보급, 눈길을 끌고 있다.    특히 올해는 호국보훈의 달을 맞아 지난 24일 대구 북구 노인회관·보훈회관을 찾아 대한노인회 북구지회(지회장 하정용)와 북구 6·25참전유공자회(회장 오남진)·전몰군경유족회(회장 박영한)·월남전참전자회(회장 정덕주)·고엽제전우회(회장 김무현)·무공수훈자회(회장 유상)·상이군경회(회장 김한영) 등 각 보훈단체에 교재를 전달했다.    정보통신 관련 특급기술경력을 기반으로 매년 교재를 직접 제작·보급하는 심상호 한국노년봉사단 사무총장(행정안전부 국민안전교육 정보통신안전영역 전문인력·사회복지사1급)은 ""모두가 주인공인 디지털 복지세상에서 시니어 세대 어르신들의 디지털격차가 해소돼 자존감 회복은 물론 건강한 사회관계망 유지와 삶의 질 향상을 기대한다""면서 ""앞으로도 지속적인 사업으로 추진하겠다""고 약속했다.    임성수기자 s018@yeongnam.com  임성수 편집국 경북본사 1부장 임성수입니다. 편집국 경북본사 1부장 임성수입니다. 기사 전체보기  영남일보(www.yeongnam.com), 무단전재 및 수집, 재배포금지"
294		['평생학습관', '울 성동', '성동', '성동구']	['성동구청장', '성동구청', '평생교육팀', '유네스코', '한양대', '독서당인문아카데미센터', '성동구', '한양대학교']	[]	['성동', '성동구']	['대구광역시', '서울특별시']	['수성구', '성동구']	[]	['성동']	['02100701.20200120105222001', '02100801.20200120062035001']	한양대 학생 재능기부 강사로 참여, 어르신 등 주민들 위한 소수정예 맞춤형 교육  [아시아경제 박종일 기자] 성동구(구청장 정원오) 평생학습관 독서당인문아카데미센터는 스마트폰 사용이 서툰 어르신 등 주민들을 위한 ‘원포인트 스마트폰 활용 프로그램’을 진행한다.  이번 프로그램은 관학 협력을 통한 한양대 학생들의 자원봉사 재능기부로 진행되며 다수의 수강생을 대상으로 하는 강의식 수업이 아닌 봉사자 한 명이 3~5명 소수 주민들을 가르치는 일대일 맞춤형 교육으로 이뤄진다.  특히 어르신들의 경우 혹시나 핀잔을 들을까 자식들에게도 쉽게 묻기 힘들었던 스마트폰 활용법을 대학생 봉사자에게 편하고 쉽게 배울 수 있는 좋은 기회가 될 것으로 기대된다.  또 지난 해 한양대 자원봉사자 학생들과 함께 제작한 자체교재 ‘스마트폰 활용법’을 교육에 활용해 더욱 학습 효과를 증진시킬 계획이다.  이번 프로그램은 지난 13일부터 2월28일까지 주 1회 그룹별 맞춤 시간대로 진행된다. 향후 지속적으로 봉사자를 모집, 연중 수시로 교육을 진행할 계획, 학생 봉사자 강의 외에도 SK telecom 자회사인 PS&Marketing과의 업무 협약을 통해 주민들에게 양질의 스마트폰 활용 교육을 꾸준히 제공 할 예정이다.  교육신청은 성동구 평생학습관(독서당인문아카데미센터) 홈페이지 dokseodang.sd.go.kr를 통해 수시로 가능하다.  성동구청 교육지원과 평생교육팀 2286-7807~8로 문의하면 된다.  정원오 성동구청장은 “성동구가 유네스코 글로벌 평생학습도시, 국내 평생학습도시, 그리고 지난해 말 혁신교육특구로 재지정 되면서 교육도시 3관왕의 성과를 이뤄냈다” 며 “아울러 스마트 포용 도시 성동에 걸맞도록 새로운 시대 변화에 구민 누구나 소외됨 없이 스마트 기술을 누릴 수 있도록 노력하겠다”고 말했다.      박종일 기자 dream@asiae.co.kr    AD    <ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>
295	경로당 찾아가는 디지털교육 (옥천군)	['옥천', '평생학습원', '옥천군', '충북디지털배움터', '충청북도', '옥천지역']	['평생학습원', '주민복지과', '옥천군', '군 평생학습원', '마을 경로당', '디지털배움터', '충북디지털배움터', '주민복지']	[]	['충청북도', '옥천군']	['충청북도']	['옥천군']	[]	[]	['01400551.20211230121612001', '01400401.20211230151821002', '01400201.20211230230227001']	"경로당에서 수준별 디지털 교육을 히기 위해 찾아가는 디지털 교육 협약을 맺었다. (왼쪽부터 손성일 평생학습원장, 정지승 주민복지과장, 오승훈 충북디지털배움터 팀장) / 옥천군  ［중부매일 윤여군 기자］옥천군은 어르신들 누구나 경로당에서 수준별 디지털 교육을 받을 수 있게 된다.    옥천군 주민복지과, 옥천군 평생학습원, 충북 디지털배움터는 30일 옥천군 어르신들의 디지털 능력 향상을 위해 '찾아가는 디지털교육'협약식을 가졌다.    주요 내용으로는 주민복지과는 경로당 내 추진하는 교육 조율, 총괄 관리를 맡고 평생학습원은 다양한 정보화·디지털교육을 추진한다.    디지털배움터는 경로당에 직접 찾아가 교육을 실시한다.    내년 1월부터 군과 충북디지털배움터는 각 경로당별 세부일정을 수립해 본격적인 교육에 들어갈 계획이다.    이번 찾아가는 디지털교육은 현재 옥천군에서 추진 중인 스마트알리미TV 사업의 활용도를 높이고, 2022년 스마트경로당 사업 추진을 준비하며 관내 어르신들의 디지털 능력을 향상시키기 위해 추진한다.    충북디지털배움터 오승훈 팀장은 ""찾아가는 디지털 교육 협약을 통해 디지털 역량 소외계층인 어르신들에게 스마트폰 사용법, 인터넷뱅킹, 키오스크 사용법 등 실생활에 불편이 없도록 일상생활 밀착형 교육 실시로 만족도가 향상될 것으로 기대된다""며 ""경로당 내 어르신들이 다양한 교육을 받으실 수 있도록 적극 지원하겠다""고 말했다.    앞서 11월 마을 경로당에서 올해 디지털 배움터를 수강한 70대 어르신은 ""디지털 배움터 교육으로 식당에서 키오스크로 음식 주문에 자신감이 생겼고 손자들에게 간단한 커피 선물을 휴대폰으로 할 수 있었다""며 일상생활에 대한 만족감을 나타냈다.    정지승 주민복지과장은 ""2022년에는 디지털 배움터가 없는 우리군 경로당 어르신들에게 디지털 격차로 소외되거나 생활에 불편함이 생기지 않도록 찾아가서 강의하는 이동형 1:1 방문교육을 실시해 더 많은 교육기회를 제공하도록 하겠다""고 말했다."
296		['함양읍면', '키오스크', '함양읍.면사무소', '함양군종합사회복지관', '경남사업단', '함양군']	['과학기술정보통신부', '경상남도', '함양군']	[]	['함양읍', '경상남도', '함양군']	['경상남도']	['함양군']	[]	['함양읍']	['01500101.20220419030321001', '01500051.20220420200130002']	nan
297		['진주시']	['진주시', '시청', '한국지능정보사회진흥원', '경상국립대']	[]	['진주시']	['경상남도']	['진주시']	[]	[]	['01500101.20240725211235003']	nan
298	디지털 역량강화 교육 (종로구)	['종로구', '교육장', '교남동', '서울특별시']	['종로구', '서울노인', '서울노인복지센터', '종로노인종합복지관', '종로구청사']	[]	['서울특별시', '종로구', '교남동']	['서울특별시']	['종로구']	[]	['교남동']	['01100501.20210621122005007', '02100801.20210621193908001', '02100851.20210621084751001']	29일 무안국제공항 제주항공 항공기 사고의 원인 가운데 하나로 ‘조류 충돌’(bird strike)이 지목되는 가운데, 무안공항의 조류 충돌 발생률이 전국 14개 지방공항 가운데 가장 높은 것으로 나타났다. 한국공항공사가 이연희 더불어민주당 의원실에 제출한 자료에 따르면, 무안공항의 조류 충돌 건수는 2019년부터 올해 8월까지 총 10건이었다. 이 기간 무안공항을 오간 항공기가 1만1004편인 점을 고려하면, 조류 충돌 발생률은 0.09%로 추산된다. 이는 김포(0.018%), 제주(0.013%) 등 타 주요 공항보다 더 높은 수준이다. 다만, 절대적인 충돌 건수가 너무 적어 유의미한 통계로 일반화하기는 어렵다는 지적도 있다. 전체 공항의 조류 충돌 건수는 △2019년 108건 △2020년 76건 △2021년 109건 △2022년 131건 △2023년 152건 등으로 꾸준히 늘고 있다. 기후 변화로 철새가 텃새가 되거나, 출몰 시기와 출몰 조류종이 변화한 탓으로 풀이된다. 지난 1월에도 청주공항과 인천공항에서 항공기 이착륙 중 조류 충돌이 발생했다. 2월 6일 인천공항에서는 막 이륙해 17피트(약 5.2ｍ) 떠오른 항공기 엔진과 착륙기어에 새가 날아들면서, 6월 24일에는 이륙을 위해 활주로를 달리던 항공기 전면에 새가 부딪히면서 회항하는 일이 벌어졌다.‘조류 충돌’은 이·착륙 혹은 비행 중 새가 동체나 엔진 등에 부딪히는 현상이다. 새는 몸집이 크지 않지만, 고속 비행체와 충돌할 경우 얘기가 달라진다.실제로 시속 370㎞로 상승하는 항공기에 900g의 청둥오리 한 마리가 충돌할 때 항공기가 받는 순간 충격은 4.8t에 달하는 것으로 알려졌다.또, 새가 항공기 엔진으로 빨려 들어가는 경우 화재 등 대형 사고로 이어질 가능성이 있다. 공항의 입지 특성상 들판이 많고, 특히 우리나라는 강가나 해변에 자리 잡은 곳도 많아 새들과 충돌할 가능성이 더 큰 것으로 전해진다. 공항들은 조류 충돌에 다양한 대비책을 마련하고 있다. 전문용역업체와 계약을 맺어 전담 인원을 투입하거나 조류 서식 환경을 관리하는 한편 총포·폭음경보기, 음파퇴치기 등을 활용하고 있다. 하지만 사고를 100％ 막지는 못하고 있다. 최근에는 레이더 탐지와 인공지능(AI) 기술을 활용해 빅데이터를 통해 조류의 이동경로를 파악하는 방안도 연구하고 있다. 공군의 경우 전국 기지별로 운항관제반에 조류 퇴치팀인 일명 ‘배트’(BAT·Bird Alert Team)를 운용하고 있다.오남석 기
299	경기도 찾아가는 경로당 디지털 서포터즈	['서포터즈', '경기도연합회', '경기도', '경로당광역지원센터']	['대한노인회', '경기도', '경로당광역지원센터']	[]	['경기도']	['경기도']	[]	[]	[]	['01200301.20220215211608022', '01200401.20220214175756001', '07100502.20220214164448003', '02100311.20220214091112001', '04101008.20220214101022001']	경기도가 세대 간 디지털 격차를 해소하고자 경로당을 찾아가 노인들에게 디지털 기기 사용법을 교육하는 내용의 ‘경로당 디지털 서포터스’ 사업을 올해 처음 운영한다.  14일 도에 따르면 오는 24일까지 경로당 디지털 서포터스로 활동할 40명을 모집한다. 해당 사업은 디지털 문화에 적응하기 어려운 노인들을 지원, 다른 세대와 격차를 해소하고자 마련됐다.  시·군별 1명 이상의 서포터스를 선발해 매주 2개소 내외의 경로당에서 스마트폰, 키오스크 같은 디지털 기기 활용법을 교육하게 된다. 도와 경기도 경로당광역지원센터(대한노인회 경기도연합회)가 함께 추진한다.  서포터스 참여는 만 40세 이상의 디지털 기기 활용 전문가면 누구나 가능하며, 경기도 경로당광역지원센터 홈페이지(http://wks.or.kr)에서 신청하면 된다.  선발된 경로당 디지털 서포터스는 교육 이수 후 3∼11월 도내 경로당에서 활동할 예정이다. 자세한 사항은 경기도 경로당광역지원센터 공지사항을 통해 확인하면 된다.  정진욱 기자 panic82@kihoilbo.co.kr  기호일보 - 아침을 여는 신문, KIHOILBO
3	대구 중구청 키오스크 체험교육	['중구', '대봉동', '대구광역시', '중구청']	['구청']	['KT']	['중구', '대구광역시', '대봉동']	['대구광역시']	['중구']	[]	['대봉동']	['01500501.20230418150939001']	▲ 지난 17일 대구 중구청 정보화교육장에서 한 수강생이 키오스크 기기 앞에서 햄버거 구매 체험을 해보고있다. 이은호 기자 leho@idaegu.com  수업이 시작되자 어르신들은 익숙치 않은 태블릿을 앞에 두고 어쩔 줄 몰라하면서도 강사의 말에 귀 기울이며 태블릿 내 키오스크 작동법을 익히는 데 여념이 없었다.    이번 강연은 어르신들의 키오스크, 태블릿 PC 등 디지털 기기에 대한 거부감을 낮추고 친숙해지도록 하기 위해 마련됐다. 수업은 오는 21일까지 5일간 하루 4시간씩 총 20시간에 걸쳐 진행된다.    1교시와 2교시로 나눠 진행된 이날 수업에서 어르신들은 교육용 키오스크 태블릿과 키오스크 기기를 이용한 영화관, 패스트푸드점 등에서의 메뉴선택, 취소, 포인트 적립, 결제 등의 시스템 사용법을 익혔다.    또 택시 호출, KTX열차 구매, 민원 발급 등을 직접 연습하는 시간을 갖기도 했다.    일상생활에서 키오스크 기기로 인한 어려움을 겪었던 만큼 수업을 들은 어르신들은 수업에 대한 매우 높은 만족감을 드러냈다.    중구청 관계자는 “이번 수업은 지난달 진행된 키오스크와 앱 활용 교육을 수강한 어르신들의 열띤 호응 속에 마련됐다. 대다수가 교육을 확대해 달라고 요청하면서 연 3회 시행하기로 한 키오스크와 앱 활용교육을 총 6회로 늘였다”고 말했다.        이은호 기자 leho@idaegu.com
30		['영주', '영주시노인복지관']	['영주시', '노인복지관', '경상북도사회복지공동모금회']	[]	['경상북도', '영주시']	['경상북도']	['영주시']	[]	[]	['05510752.20230413155231001']	영주시노인복지관(관장 이상철)은 지난 12일부터 오는 7월 26일까지 지역 내 고용취약계층(경력 단절 여성, 은퇴 노인, 청년(NEET) 등)을 대상으로 하는 ‘디지털 튜터 양성 교육’ 과정을 진행한다.  ‘디지털 튜터 양성 교육’은 정보화 사각지대 취약계층의 정보화 능력 향상을 위한 찾아가는 디지털 역량 강화교육사업의 핵심 프로그램으로 경상북도사회복지공동모금회의 지원을 받아 진행된다. 이는 최근 코로나19로 인한 비대면·디지털화 가속화로, 읍·면에 거주하는 디지털 취약계층에 대한 정보 격차 해소와 맞춤형 지역사회 중심의 디지털 교육을 통한 정보 접근권 향상을 목적으로 한다.  노인복지관은 영주시의 스마트폰 및 디지털 교육 전문인력 충원을 위해 ‘디지털 튜터 양성 교육’을 통해 하반기에는 마을 단위별 현장에 즉시 투입이 가능한 인력을 배출하겠다는 계획이다. 이론 및 실습을 병행한 교육과정을 운영해 디지털 소외 계층에게는 양질의 교육을 통해 스마트폰 활용 능력 향상을 돕고, 디지털 튜터에게는 양성해 일자리 창출 기반 마련한다는 취지다.  올해는 8월부터 연말까지 영주 시내와 지리적으로 떨어진 읍·면 관내 경로당 3곳에서 프로그램을 운영할 계획이다.  이상철 관장은 “읍·면에 거주하는 어르신들은 농업으로 인해 스마트폰 및 정보화 수업과 관련해 배움의 기회를 제공받지 못한 부분이 많아 찾아가는 수업을 기획하게 됐다”며 “양질의 교육을 이끌어낼 수 있도록 강사진을 양성해 보다 많은 분들이 스마트폰을 활용할 수 있도록 돕겠다”고 밝혔다.
300		['월곡1동', '성북구', '성북서', '서울특별시']	['국민대', '지능범죄수사팀', '성북경찰서', '성북구', '유튜브']	[]	['성북구', '서울특별시']	['서울특별시']	['성북구']	[]	[]	['01100701.20220509013327001', '01100501.20220509114506009']	29일 무안국제공항 제주항공 항공기 사고의 원인 가운데 하나로 ‘조류 충돌’(bird strike)이 지목되는 가운데, 무안공항의 조류 충돌 발생률이 전국 14개 지방공항 가운데 가장 높은 것으로 나타났다. 한국공항공사가 이연희 더불어민주당 의원실에 제출한 자료에 따르면, 무안공항의 조류 충돌 건수는 2019년부터 올해 8월까지 총 10건이었다. 이 기간 무안공항을 오간 항공기가 1만1004편인 점을 고려하면, 조류 충돌 발생률은 0.09%로 추산된다. 이는 김포(0.018%), 제주(0.013%) 등 타 주요 공항보다 더 높은 수준이다. 다만, 절대적인 충돌 건수가 너무 적어 유의미한 통계로 일반화하기는 어렵다는 지적도 있다. 전체 공항의 조류 충돌 건수는 △2019년 108건 △2020년 76건 △2021년 109건 △2022년 131건 △2023년 152건 등으로 꾸준히 늘고 있다. 기후 변화로 철새가 텃새가 되거나, 출몰 시기와 출몰 조류종이 변화한 탓으로 풀이된다. 지난 1월에도 청주공항과 인천공항에서 항공기 이착륙 중 조류 충돌이 발생했다. 2월 6일 인천공항에서는 막 이륙해 17피트(약 5.2ｍ) 떠오른 항공기 엔진과 착륙기어에 새가 날아들면서, 6월 24일에는 이륙을 위해 활주로를 달리던 항공기 전면에 새가 부딪히면서 회항하는 일이 벌어졌다.‘조류 충돌’은 이·착륙 혹은 비행 중 새가 동체나 엔진 등에 부딪히는 현상이다. 새는 몸집이 크지 않지만, 고속 비행체와 충돌할 경우 얘기가 달라진다.실제로 시속 370㎞로 상승하는 항공기에 900g의 청둥오리 한 마리가 충돌할 때 항공기가 받는 순간 충격은 4.8t에 달하는 것으로 알려졌다.또, 새가 항공기 엔진으로 빨려 들어가는 경우 화재 등 대형 사고로 이어질 가능성이 있다. 공항의 입지 특성상 들판이 많고, 특히 우리나라는 강가나 해변에 자리 잡은 곳도 많아 새들과 충돌할 가능성이 더 큰 것으로 전해진다. 공항들은 조류 충돌에 다양한 대비책을 마련하고 있다. 전문용역업체와 계약을 맺어 전담 인원을 투입하거나 조류 서식 환경을 관리하는 한편 총포·폭음경보기, 음파퇴치기 등을 활용하고 있다. 하지만 사고를 100％ 막지는 못하고 있다. 최근에는 레이더 탐지와 인공지능(AI) 기술을 활용해 빅데이터를 통해 조류의 이동경로를 파악하는 방안도 연구하고 있다. 공군의 경우 전국 기지별로 운항관제반에 조류 퇴치팀인 일명 ‘배트’(BAT·Bird Alert Team)를 운용하고 있다.오남석 기
301		['울산광역시', '키오스크']	['울산광역시', '노인복지관']	[]	['울산광역시']	['울산광역시']	[]	[]	[]	['01501301.20220620233053002']	"일상생활 속으로 파고 든 디지털 기기 사용에 어려움을 겪는 어르신들을 위해 '찾아가는 키오스크 일일투어 교육'을 실시된다.    울산시는 무인 주문기와 단말기 사용을 중심으로 한 '찾아가는 키오스크 일일 교육'은 시민 누구나 쉽게 무료로 디지털 교육을 받을 수 있도록디지털 역량 강화 사업의 일환으로 마련됐다고 밝혔다.    교육 기간은 20일부터 8월 초까지이며, 대상은 노인복지관과 경로당을 이용하는 어르신들이다.    교육 내용은 자체 제작된 교육 맞춤형 무인주문기에 일상생활에서 자주 사용되는 무인민원발급, 은행, 카페, 음식점, 교통 등의 활용 방법이다.    울산시 관계자는 ""디지털 기기 이용에 어려움을 느끼거나 디지털 기기를 더 능숙하게 다루고 싶은 어르신들은 누구나 교육을 받을 수 있다""라고 말했다.    한편, 울산시는 디지털 격차 해소를 위해 디지털 기초·생활·심화·특별로 구성된 '실생활 맞춤형 교육'과 인공지능(AI) 스피커, 가상현실(VR) 기기 등으로 구성된 '디지털 체험존 교육'도 실시하고 있다.    디지털 배움터 교육에 대한 자세한 정보 및 신청은 디지털배움터 누리집이나 콜센터에서 확인할 수 있다. 최성환기자 csh9959@"
302	은평구 어르신 교육용 키오스크 체험존	['갈현노인복지관', '불광', '신사', '서울특별시', '요금정산', '응암', '은평구', '역촌']	['KIOSK', '정보통신', '노인복지관', '노인복지', '대조', '은평구', '스마트정보', '은평구청장']	[]	['서울특별시', '은평구']	['서울특별시']	['은평구']	[]	[]	['01100751.20210506091356002', '04100058.20210506104951001']	clip20210506091244 0 갈현노인복지관에 마련된 키오스크 체험존/은평구 제공  서울 은평구는 코로나19 확산과 정보통신기술의 발달로 음식점, 병원, 영화관, 무인민원발급기 등 일상생활에서 키오스크(비대면 정보전달 무인단말기)가 일상화됨에 따라 키오스크 활용에 어려움을 느끼는 어르신들을 위해 교육용 키오스크 체험존을 운영한다고 6일 밝혔다.현재 시행 중인 찾아가는 정보화교육 ‘키오스크 사용법’ 교육과 연계해 교육이 끝난 후에도 키오스크를 자유롭게 연습할 수 있도록 ‘교육용 키오스크 체험존’을 운영해, 시중에 나온 다양한 형식의 단말기를 경험해 볼 수 있는 기회를 제공한다는 취지다.교육용 키오스크는 음식주문(패스트푸드·카페·분식), 티켓발매(기차·고속버스·영화관), 민원발급(주민등록등본·가족관계증명서), 요금정산(무인주차장), 물류(무인사물함) 등 총 5개 분야 10개의 프로그램으로 구성돼 있어 어르신들이 실생활에서 만날 수 있는 어려움을 해소하는데 도움이 될 전망이다.키오스크 체험존은 관내 구립 노인복지관 6개소(갈현, 대조, 불광, 신사, 응암, 역촌)를 순회해 운영되며 지난 3일부터 갈현노인복지관을 시작으로 7월 23일까지 진행된다.김미경 은평구청장은 “찾아가는 정보화교육과 연계해 키오스크 체험존을 운영해 어르신들이 디지털 환경에 친숙할 수 있도록 노력할 것이며, 앞으로도 다양한 정보화교육을 마련할 계획”이라고 전했다.자세한 일정 및 문의사항은 스마트정보과 (전화 ☎ 351-8432) 또는 노인복지관으로 문의하면 된다.
303		['세종특별자치시']	['연동면장', '연동면']	[]	['연동면', '세종특별자치시']	['세종특별자치시']	['연동면']	[]	[]	['01400551.20240812132958001']	숲 가꾸기 사업에 페인트 사용 언제까지…  ［충북일보］ 산에 나무를 심는 조림 사업에서 묘목의 위치를 알 수 있도록 꽂아두는 대나무 표시봉이 환경을 오염시킨다는 지적을 받고 있다. 대나무 표시봉의 식별 용이성을 높이기 위해 사용하는 흰색 페인트가 환경에 문제가 될 수 있다는 것. 1일 충북도에 따르면 산림청은 목재 자급률과 국내 목재 이용 촉진 등 산림자원순환경영을 위해 경제림 조성 사업을 진행하고 있다. 경제림이란 산림을 계획적으로 육성해 이를 경제적으로 이용하는 것을 뜻한다. 조성 사업을 진행하는 이유는 한국은 국토의 절반 이상이 산림으로 덮여있으나, 목재 자급률은 10%대에 불과하기 때문이다. 이를 위해 산림청은 적합한 수목을 선정하고 벌채하는 과정을 반복하며 목재를 자급하고 있다. 이 과정에서 묘목의 생장을 방해하는 잡초들을 제거하는 풀베기 작업이 진행되는데 대나무 표시봉은 예초 작업자들이 묘목의 위치를 파악하는 등 경제림 손실을 줄이기 위해 사용되고 있다. 충북에는 조림사업을 통해 지난해부터 올해까지 약 2천890㏊ 규모에 대나무 표시봉을 설치했다. 1㏊에는 평균 3천 개의 대나무 표시봉이 사용된다. 이를 환산하면 도내에는 표시봉이 800여만 개가 설치된 셈이다.
